;Gender;DriverAge;CarAge;Area;Leasing;Power;Fract;Contract;Exposure;Nbclaims
580;1;72;3;1;2;2;3;2;3.92;1
581;1;18;1;2;2;2;2;2;2.9;0
582;1;54;7;3;1;3;1;3;3.4;0
583;2;41;6;2;1;1;3;2;3.91;0
584;1;33;5;1;2;3;2;3;2.1;0
585;2;41;2;3;2;1;1;1;5.17;0
586;1;47;5;1;2;2;3;2;2.61;0
587;1;32;2;1;2;3;1;1;3.13;0
588;1;56;8;2;1;3;1;2;1.06;0
589;1;38;5;2;2;3;3;2;2.94;0
590;2;58;7;1;2;2;3;2;0.89;0
591;1;41;10;2;2;1;3;1;3.65;0
592;2;64;6;3;2;2;3;1;4.39;0
593;1;47;1;2;1;2;3;2;0.4;0
594;1;60;3;1;2;3;3;2;0.08;0
595;1;45;3;3;2;1;3;2;2.56;0
596;1;48;7;1;2;3;3;2;3.09;0
597;2;43;3;4;1;3;2;2;2.78;0
598;1;36;7;3;2;2;3;2;5.48;0
599;2;47;10;2;2;2;2;2;3.17;0
600;1;66;3;3;2;3;3;2;1.6;0
601;1;53;6;2;2;1;3;2;3.01;0
602;1;62;11;4;1;1;3;1;3.46;0
603;2;22;2;3;1;3;3;3;2.94;0
604;1;51;1;3;2;1;3;3;0.08;0
605;2;42;6;1;2;2;1;1;5.08;0
606;2;32;12;4;2;3;2;2;2.61;0
607;2;42;10;2;2;1;3;1;3.16;0
608;1;42;0;3;2;3;2;3;4.53;1
609;1;44;9;1;1;3;3;3;2.38;0
610;1;40;8;3;2;2;3;2;1.37;0
611;2;50;0;1;2;2;1;1;1.7;0
612;2;74;5;1;2;4;1;1;0.17;0
613;1;28;5;1;2;2;2;1;1.96;0
614;2;58;9;1;2;1;3;3;2.81;0
615;1;18;8;1;1;4;3;1;4.5;0
616;1;41;5;3;1;4;3;1;3.4;0
617;2;81;2;4;2;3;2;2;4.95;0
618;1;28;3;1;2;1;3;1;4.89;0
619;1;32;9;3;2;1;3;2;2.36;0
620;1;18;8;3;2;2;3;1;3.84;0
621;1;48;5;4;2;2;2;2;7.72;0
622;2;59;5;2;2;3;3;2;2.24;0
623;2;34;3;3;2;2;3;2;1.37;0
624;2;49;6;2;1;1;3;3;2.94;0
625;1;34;7;4;2;2;2;2;3.96;0
626;1;44;4;2;1;2;3;3;3.2;0
627;2;44;7;3;2;2;3;2;5.09;0
628;2;32;4;3;2;4;2;2;3.6;0
629;2;43;3;2;2;2;3;2;0.88;0
630;1;57;4;4;2;3;1;2;1.15;0
631;2;65;6;4;2;3;3;3;4.24;0
632;1;49;6;2;1;2;2;3;3.61;0
633;2;27;8;3;2;2;3;2;5.22;0
634;1;20;0;2;2;3;1;2;2.19;0
635;2;52;1;1;2;3;1;2;3.26;0
636;1;47;2;3;2;3;1;1;0.35;0
637;2;35;7;3;1;3;2;3;6.82;0
638;1;59;6;3;1;2;2;2;3.06;0
639;2;41;8;1;1;1;2;1;0.49;0
640;2;25;6;1;2;3;3;3;2.98;0
641;1;46;5;2;2;4;3;1;3.45;0
642;1;49;6;1;1;3;1;3;3.21;0
643;1;42;7;1;2;1;3;2;2.92;0
644;1;25;7;2;1;2;3;2;2.23;0
645;1;50;13;1;2;3;3;1;1.97;0
646;1;42;4;2;2;2;3;2;2.31;0
647;1;19;7;3;2;1;3;1;4.44;0
648;2;59;7;2;1;2;1;1;5.03;0
649;2;29;6;3;2;1;3;1;3.69;0
650;2;43;6;2;2;2;1;2;4.17;0
651;1;63;4;1;2;3;3;3;4.2;0
652;1;19;6;4;2;4;3;1;3.74;1
653;1;25;0;2;2;2;3;1;0.69;0
654;1;68;4;1;2;1;2;3;0.6;0
655;2;51;2;1;2;1;2;2;3.43;0
656;1;30;7;1;2;3;3;3;2.82;0
657;2;35;3;2;2;2;2;1;2.98;0
658;1;40;8;3;2;3;1;1;3.16;0
659;1;31;1;2;2;4;2;2;1.01;0
660;2;60;6;1;2;3;3;2;1.63;0
661;1;31;5;1;2;2;3;2;2.59;0
662;2;46;1;2;2;3;3;2;1.04;0
663;2;42;4;4;2;2;1;3;1.71;0
664;2;29;5;1;2;2;3;2;3.57;0
665;1;55;7;1;1;2;3;2;5.53;0
666;1;32;4;1;1;3;1;3;3.29;0
667;1;44;1;3;2;3;3;3;2.3;0
668;2;37;4;1;1;4;3;2;4.67;0
669;1;51;0;3;2;2;2;2;0.34;0
670;2;64;8;1;2;1;2;3;2.74;0
671;1;25;5;3;2;2;3;2;2.01;0
672;1;71;9;2;1;2;1;1;3.99;0
673;2;72;9;1;2;1;2;2;2.83;1
674;1;46;7;1;2;2;3;2;2.64;1
675;2;40;3;2;1;3;3;2;3.12;0
676;2;43;6;4;2;4;2;2;3.26;0
677;2;42;8;2;2;4;1;3;0.87;0
678;1;53;1;2;2;2;3;1;1.23;0
679;2;59;4;3;1;2;1;1;0.9;0
680;1;49;10;3;2;2;1;1;2.74;0
681;2;32;2;1;2;1;1;3;2.83;0
682;2;54;7;2;2;2;1;1;3.27;0
683;1;54;5;2;1;2;1;1;4.81;0
684;2;62;6;2;2;3;3;2;6.12;0
685;1;59;3;3;2;4;3;2;1.54;0
686;2;46;6;3;1;2;3;2;1.91;0
687;2;73;6;2;1;1;2;1;3.21;0
688;2;31;10;3;2;2;2;2;4.02;0
689;2;32;8;4;2;1;3;2;1.38;0
690;1;49;6;1;2;2;3;2;2.55;0
691;1;47;6;4;2;3;1;3;3.49;0
692;1;35;10;3;2;1;3;2;3.07;0
693;2;60;6;3;2;2;3;2;2.87;0
694;1;35;8;3;2;2;3;3;7.25;0
695;2;32;7;1;1;2;3;2;3.14;0
696;2;32;2;4;1;2;1;2;4.23;0
697;1;67;5;1;1;2;3;2;1.83;0
698;1;39;8;2;2;2;3;1;5.16;0
699;2;74;6;1;1;1;3;1;2.95;0
700;1;50;6;4;1;3;2;3;1.68;0
701;1;27;10;3;1;3;3;1;5.06;0
702;1;33;3;1;2;1;3;2;6;0
703;1;40;5;1;1;2;3;2;2.52;0
704;2;37;4;2;1;2;3;1;1.4;0
705;1;78;3;1;1;2;2;2;3.32;0
706;2;46;4;4;2;2;3;3;2.34;0
707;2;18;6;3;1;2;1;2;1.93;0
708;2;35;1;1;2;2;1;2;2.88;0
709;1;42;2;3;2;2;1;2;1.47;0
710;1;38;6;1;2;3;2;3;1.86;0
711;1;20;7;2;2;3;1;2;2.17;0
712;2;70;3;3;2;2;3;2;4.12;0
713;1;49;10;2;2;2;3;1;3.87;0
714;1;30;8;3;2;2;1;1;3.51;0
715;1;40;3;1;1;3;3;3;2.03;0
716;1;54;3;2;1;2;2;2;4.34;0
717;1;38;3;1;2;4;3;2;2.75;0
718;1;56;6;2;1;1;3;2;1.55;0
719;2;68;11;4;2;2;3;2;0.08;0
720;1;45;10;4;2;3;1;2;2.14;0
721;1;59;3;4;1;1;2;3;3.18;0
722;2;32;6;2;1;1;3;2;3.82;0
723;2;32;4;1;1;4;3;1;3.06;0
724;2;37;5;3;2;2;3;2;3.75;0
725;1;30;6;3;1;3;3;3;0.93;0
726;2;70;2;1;1;2;1;1;5.12;0
727;1;34;4;2;2;1;3;2;3.55;0
728;2;52;6;3;1;2;2;2;3.17;0
729;2;54;5;4;2;2;3;2;1.99;0
730;2;38;7;2;2;1;1;2;2.9;0
731;1;48;3;2;2;2;3;1;2.44;0
732;2;64;8;1;2;1;3;1;4.4;0
733;1;18;3;2;2;1;3;3;5.14;0
734;1;51;7;1;2;3;1;3;4.51;0
735;1;60;2;4;1;4;3;1;3.81;0
736;2;47;6;3;2;1;3;2;5.49;0
737;1;46;4;1;1;3;3;1;1.42;0
738;2;67;2;1;2;3;3;2;0.99;0
739;1;38;2;3;2;1;3;2;1.74;0
740;2;38;2;4;2;2;3;2;2.71;0
741;1;33;7;2;1;4;2;2;3.2;0
742;1;27;7;3;1;3;3;1;3.87;0
743;2;48;6;2;2;2;2;2;3.21;0
744;1;41;5;2;2;2;2;1;2.53;0
745;2;47;5;1;2;2;2;1;1.65;0
746;1;18;8;3;2;1;3;2;5.94;0
747;1;18;4;1;2;1;3;2;4;0
748;1;20;3;1;2;2;2;2;4.69;0
749;2;21;5;4;1;3;3;2;2.56;0
750;1;38;7;1;2;3;3;2;3.72;0
751;2;49;7;2;2;2;3;2;4.98;0
752;2;33;9;1;2;2;3;3;3;0
753;1;64;9;2;1;1;3;2;2.3;0
754;2;37;3;2;1;2;3;3;3.93;0
755;1;27;5;1;2;1;2;2;3.54;0
756;1;48;2;4;2;2;1;2;1.57;0
757;1;31;2;2;2;2;2;2;2.97;0
758;1;46;3;4;1;2;1;2;0.82;0
759;1;33;5;2;2;2;3;3;2.1;0
760;2;22;5;3;2;2;3;2;2.75;0
761;2;81;3;2;1;1;2;3;1.48;0
762;1;31;5;1;1;2;1;1;5.29;0
763;2;35;9;4;2;1;3;3;3.53;0
764;1;49;5;1;2;3;3;2;4.9;0
765;1;64;6;1;2;1;2;1;1.67;0
766;2;43;7;4;2;4;1;1;0.65;0
767;2;61;8;4;2;3;3;2;2.73;0
768;1;60;5;2;2;3;1;1;3.56;0
769;1;25;4;3;2;3;2;1;3.25;0
770;2;53;4;3;1;3;3;3;1.49;0
771;1;24;6;1;1;4;3;1;4.91;0
772;1;52;5;2;2;2;3;2;3.87;0
773;1;63;7;3;2;2;2;1;0.45;0
774;1;34;3;3;2;2;3;1;4.03;0
775;1;57;8;2;2;1;3;1;3.69;0
776;1;58;2;2;1;1;3;1;2.41;0
777;1;32;8;1;2;2;2;2;2.31;0
778;1;45;5;4;2;2;3;3;0.84;0
779;2;25;0;1;1;4;3;2;4.05;0
780;2;44;5;2;2;2;3;3;2.76;0
781;1;36;5;4;1;2;3;3;2.49;0
782;2;44;2;4;1;1;3;2;3.94;0
783;1;33;2;2;2;2;3;1;3.93;0
784;2;31;1;4;1;1;1;3;1.07;0
785;1;18;4;3;1;2;3;3;2.95;0
786;1;71;7;4;1;2;2;2;0.08;0
787;1;44;5;1;1;2;1;2;3.66;0
788;1;27;5;1;1;4;3;1;1.31;0
789;1;33;2;4;2;3;3;2;2.87;0
790;2;61;2;2;2;3;3;1;2.9;0
791;2;22;9;1;2;3;3;2;2.52;0
792;1;61;5;3;2;1;3;2;4.36;0
793;2;45;10;2;2;2;2;2;3.67;0
794;1;40;4;1;2;2;2;1;2.72;1
795;1;51;3;3;2;3;3;3;3.87;0
796;1;30;6;2;1;2;2;2;2.48;0
797;2;32;2;3;1;2;3;1;2.77;0
798;2;42;13;2;2;2;3;3;3.05;0
799;2;37;2;2;2;3;2;3;5.02;0
800;1;18;6;3;2;3;3;3;4.27;0
801;2;41;1;2;1;4;3;2;4.66;0
802;2;43;7;1;2;1;1;2;3.63;0
803;1;38;4;1;2;1;3;2;2.29;0
804;2;35;8;3;1;4;3;2;2.07;0
805;1;45;5;1;1;3;3;1;0.08;0
806;1;62;3;3;2;3;3;3;3.96;0
807;2;59;5;2;2;3;3;2;2.06;0
808;1;49;0;2;1;3;3;2;2.79;0
809;2;64;6;3;1;3;3;2;4.08;0
810;1;55;7;2;1;3;1;2;1.65;0
811;2;50;3;4;1;4;1;2;2.79;0
812;2;57;2;3;2;2;3;1;3.28;0
813;1;37;9;4;2;4;3;1;4.17;0
814;1;46;2;2;2;2;3;2;6.47;1
815;1;41;0;1;2;2;3;3;1.13;0
816;1;69;9;1;2;1;2;2;0.68;0
817;1;41;1;2;2;2;3;2;4.32;0
818;2;50;2;2;1;3;1;2;4.06;0
819;2;18;5;2;1;3;3;2;4.48;0
820;2;81;3;3;2;3;2;1;3.49;0
821;1;45;3;1;2;2;3;2;5.79;0
822;1;36;4;1;1;4;3;2;4.45;0
823;2;68;5;3;2;3;3;2;4.27;0
824;1;31;8;1;1;3;2;3;4.01;0
825;1;35;7;1;2;4;3;2;1.42;0
826;1;58;4;2;2;3;3;2;2.22;0
827;2;33;3;2;2;2;1;2;2.44;0
828;2;45;8;2;2;2;3;1;2.81;0
829;2;34;7;2;2;3;3;1;3.92;0
830;1;50;6;2;2;3;3;1;3.7;0
831;2;62;6;1;2;4;3;3;1.27;0
832;2;45;10;1;2;3;2;3;3.63;0
833;2;48;9;1;1;2;3;3;0.82;0
834;1;65;4;4;2;2;2;3;3.1;0
835;1;67;5;1;2;3;3;2;4.28;0
836;2;66;8;2;1;2;3;3;3.35;0
837;2;52;8;2;2;3;3;3;2.76;0
838;1;49;4;1;1;3;1;2;5.23;0
839;2;68;9;2;2;2;2;3;4.12;0
840;2;35;6;2;1;2;3;3;0.53;0
841;2;20;2;3;2;3;3;2;4.2;0
842;1;29;4;2;1;1;2;3;0.75;0
843;1;72;7;2;2;3;3;2;3.91;0
844;1;38;7;3;2;2;2;1;3.1;0
845;2;38;5;2;2;1;3;2;2.5;0
846;1;49;7;1;1;1;3;2;4.41;0
847;2;44;4;4;2;1;3;2;2.46;0
848;1;61;8;2;2;4;3;2;2.83;0
849;1;18;3;4;2;3;3;2;0.84;0
850;2;47;2;3;2;1;3;2;0.58;0
851;2;62;5;3;1;1;3;2;2.68;0
852;2;46;8;3;2;1;3;2;2.03;0
853;1;53;7;2;2;1;3;3;3.72;0
854;2;32;4;1;2;1;2;2;0.15;0
855;1;48;3;3;1;1;1;3;4.55;0
856;1;60;8;2;2;4;3;1;5.67;0
857;1;45;6;2;1;2;3;3;1.76;0
858;2;45;8;1;2;2;1;3;3.71;0
859;1;28;5;3;2;4;2;2;5.69;0
860;1;70;3;2;1;4;3;3;3.23;0
861;1;41;7;2;1;3;3;3;3.02;0
862;1;34;7;3;2;2;3;1;2.15;0
863;2;29;4;1;1;3;2;1;3.51;0
864;2;73;11;2;1;2;2;2;4.43;0
865;2;52;8;2;2;2;3;2;4.82;0
866;1;67;7;1;2;2;3;3;4.38;0
867;1;33;5;1;2;2;3;3;1.76;0
868;1;30;5;2;2;1;3;2;1.5;0
869;2;44;7;4;1;3;3;2;3.27;0
870;2;49;5;2;2;2;2;1;2.9;0
871;1;28;5;1;1;3;2;1;4.12;0
872;1;38;9;1;1;1;1;2;1.27;0
873;1;36;3;3;2;2;1;1;4.01;0
874;2;67;2;1;2;2;3;2;2.54;0
875;1;28;4;2;2;2;1;3;1.37;0
876;1;51;4;2;2;2;3;3;2.38;0
877;1;51;9;1;1;1;3;2;2.38;0
878;2;18;4;1;2;3;2;2;4.72;0
879;2;33;3;2;1;2;1;2;0.95;0
880;1;32;1;2;2;1;2;2;2.31;0
881;2;76;8;2;2;2;1;1;1.47;0
882;2;50;5;3;2;2;3;2;3.2;0
883;2;39;3;1;2;1;2;1;2.47;0
884;1;32;4;3;1;2;3;2;3.01;0
885;2;33;4;2;1;1;2;2;1.17;0
886;1;27;9;1;2;4;3;2;2.94;0
887;2;44;5;4;2;1;3;1;2.76;0
888;1;71;4;4;2;4;2;2;3.55;0
889;1;45;4;1;2;3;1;1;3.86;0
890;2;40;8;1;2;3;3;1;6.48;0
891;2;68;3;2;2;3;3;2;2.23;0
892;2;54;4;4;2;2;1;3;3.95;0
893;1;54;6;2;1;1;3;1;1.34;0
894;1;47;3;3;2;2;3;2;4.67;0
895;2;36;0;1;1;3;3;2;3.44;0
896;2;25;8;1;2;3;3;2;1.06;0
897;1;46;8;1;2;2;1;1;2.85;0
898;1;18;4;2;2;3;1;2;1.38;0
899;2;45;4;1;2;2;3;2;1.79;0
900;2;45;4;2;2;2;3;1;5.75;0
901;1;18;5;3;1;1;2;2;5.52;0
902;1;39;7;3;2;3;3;2;2.82;0
903;1;51;8;3;2;1;2;1;4.49;0
904;2;49;10;2;2;2;3;3;2.91;0
905;2;57;4;1;2;3;3;3;4.17;1
906;1;49;3;1;2;1;3;2;0.97;0
907;1;54;1;4;2;2;3;2;5.9;0
908;1;44;2;2;2;1;3;2;3.28;0
909;1;31;5;2;2;1;3;2;2.43;0
910;1;36;4;1;2;2;1;2;4.52;0
911;2;45;3;1;1;3;2;1;1.35;0
912;1;50;5;3;1;2;3;1;3.04;0
913;1;41;3;3;2;4;2;1;1.55;0
914;2;66;6;3;2;2;1;2;1.38;0
915;1;22;11;1;2;2;2;2;1.83;0
916;2;50;7;2;2;3;3;2;3.82;0
917;1;73;0;4;2;3;3;2;2.06;0
918;2;62;3;2;2;3;1;2;3.83;0
919;1;47;1;2;2;3;1;2;2.42;0
920;1;36;6;2;2;3;3;2;2.07;0
921;2;53;8;1;2;3;3;1;1.89;0
922;2;46;7;1;1;2;3;1;4.37;0
923;1;68;0;1;1;4;1;1;2.94;0
924;2;66;4;2;2;2;3;2;2.44;0
925;2;47;5;3;1;1;1;2;3.88;0
926;1;55;10;1;2;3;3;2;4.51;1
927;2;22;6;2;2;2;1;2;4.44;0
928;2;35;5;3;2;1;3;1;3.52;0
929;1;29;6;1;2;3;2;2;3.95;0
930;1;30;4;1;1;1;2;1;2.35;0
931;2;18;11;3;1;3;3;2;5.02;1
932;1;81;7;2;1;1;3;1;2.77;0
933;1;22;6;2;1;1;3;2;4.27;0
934;1;61;3;2;2;2;1;1;2.8;0
935;1;64;1;1;1;2;3;2;3.65;0
936;1;42;6;2;2;2;3;1;5.16;0
937;1;52;9;3;2;2;3;2;3.1;0
938;1;37;4;1;1;2;3;3;1.3;0
939;2;65;4;1;1;2;2;2;5.65;0
940;2;41;2;3;2;2;3;1;1.35;0
941;2;33;6;3;2;3;3;3;5.32;0
942;1;43;6;4;2;2;2;3;2.77;0
943;1;42;6;2;2;3;2;2;1.22;0
944;2;43;5;1;2;1;3;3;3.78;0
945;2;79;0;1;2;3;1;2;4.24;0
946;1;43;4;2;2;3;3;2;3.74;0
947;1;76;1;4;2;4;3;2;4.26;0
948;1;55;7;4;2;2;3;3;2.25;0
949;1;47;6;3;2;3;2;3;5.55;0
950;2;48;5;3;2;2;2;2;2.58;0
951;1;45;4;1;2;2;2;3;2.95;0
952;2;38;5;4;2;2;3;3;2.8;0
953;1;43;7;3;2;1;2;1;3.34;0
954;2;34;3;3;2;2;3;1;5.23;1
955;1;42;8;1;2;1;2;2;2.5;0
956;1;75;1;2;2;2;3;2;1.02;0
957;2;35;6;2;2;3;2;2;4.63;0
958;1;39;3;3;2;2;1;1;0.08;0
959;1;35;4;4;2;2;3;2;4.06;0
960;2;34;8;1;1;3;2;1;1.91;0
961;2;28;3;3;2;2;2;2;1.64;0
962;1;50;11;3;2;1;3;2;1.62;0
963;2;53;8;1;2;4;3;1;2.3;0
964;1;35;1;1;2;4;3;2;2.05;0
965;2;45;3;3;1;2;2;2;3.15;0
966;1;43;4;3;2;3;2;2;2.4;0
967;1;64;10;1;2;2;2;1;1.78;0
968;1;31;4;2;2;3;2;1;0.68;0
969;2;35;7;1;2;1;3;2;5.18;0
970;2;32;5;1;2;3;3;2;4.6;0
971;1;48;2;4;2;2;2;3;1.07;0
972;2;29;3;1;2;2;3;2;0.7;0
973;1;42;4;1;1;2;3;3;5.46;0
974;1;36;2;1;1;2;2;3;3.84;0
975;1;18;6;3;2;2;2;1;3.23;0
976;2;27;7;2;1;3;2;2;0.35;0
977;2;53;2;3;1;1;1;3;2.75;0
978;1;37;2;1;1;1;3;2;3.52;0
979;2;57;0;4;2;2;1;2;4.74;1
980;1;67;4;2;2;2;1;2;1.45;0
981;2;39;3;1;2;1;2;2;1.52;0
982;2;41;3;2;2;2;2;2;2.06;0
983;2;39;0;3;2;3;3;2;1.59;0
984;1;43;7;3;2;2;1;2;5.26;0
985;1;57;3;2;1;2;3;2;2.67;0
986;1;54;5;3;2;2;3;1;3.53;0
987;2;82;0;3;2;1;3;2;1.45;0
988;1;47;7;2;2;2;3;1;2.31;0
989;2;72;6;2;1;1;3;1;4.45;0
990;1;40;0;1;2;2;2;3;2.53;0
991;1;47;4;4;1;3;2;3;2.35;0
992;1;48;5;3;2;2;2;3;1.2;0
993;1;33;8;1;1;1;3;1;5;0
994;2;20;1;3;1;2;3;3;3.92;0
995;2;29;5;2;2;2;2;3;0.91;0
996;1;73;6;1;1;2;3;2;2.06;0
997;1;48;6;1;2;3;3;1;4.27;0
998;1;20;2;2;2;3;1;2;4.71;0
999;1;55;2;1;2;2;3;3;1.38;0
1000;1;50;3;3;1;2;3;2;6.8;0
1001;2;44;6;3;2;4;1;2;5.19;0
1002;2;34;8;1;2;2;2;2;3.1;0
1003;1;18;6;3;2;2;3;3;1.6;0
1004;2;46;1;1;1;3;3;1;0.08;0
1005;1;47;8;2;2;1;3;1;2.78;0
1006;1;38;4;3;2;2;3;1;1.52;0
1007;1;41;9;3;2;4;3;2;1.02;0
1008;2;19;4;3;2;1;2;3;3.71;0
1009;1;18;1;2;2;2;3;2;0.72;0
1010;2;18;3;4;2;3;3;2;2.8;0
1011;2;66;3;2;1;2;3;2;2.31;0
1012;2;51;10;2;2;1;3;1;4.11;0
1013;1;64;7;3;2;2;1;1;4.79;0
1014;1;31;9;2;2;2;2;1;2.7;0
1015;1;76;7;1;2;1;3;2;1.15;0
1016;1;32;6;1;1;2;3;2;1;0
1017;1;55;6;1;2;2;2;2;2.44;0
1018;1;21;0;4;1;2;2;1;4.73;0
1019;1;47;4;3;1;3;1;2;2.51;0
1020;1;37;6;3;2;4;3;2;2.27;0
1021;2;38;5;2;2;3;3;2;2.3;0
1022;1;39;5;2;2;2;2;1;2.82;0
1023;1;22;5;1;2;2;3;2;4.21;0
1024;2;39;6;2;2;2;1;2;1.2;0
1025;2;56;5;2;1;3;3;1;4.12;0
1026;2;35;4;3;2;3;3;2;3.53;0
1027;2;72;2;4;2;3;3;3;1.74;0
1028;1;42;6;2;2;1;1;2;3.39;0
1029;2;46;4;1;2;1;1;1;5.05;0
1030;1;54;5;2;2;3;1;1;2.42;0
1031;1;56;8;3;2;4;2;2;2.6;0
1032;1;51;4;3;2;3;3;1;3.07;1
1033;2;64;8;1;2;4;3;1;4.65;0
1034;2;36;7;1;1;2;3;3;3.18;0
1035;1;72;3;3;1;2;1;1;3.91;0
1036;1;30;10;4;1;4;3;2;4.06;1
1037;1;44;6;1;2;3;3;2;3.62;0
1038;1;54;1;1;2;3;3;3;2.9;0
1039;1;45;3;4;1;1;3;2;4.13;0
1040;1;50;5;3;2;2;3;2;3.21;0
1041;2;34;5;2;1;4;1;1;5.81;0
1042;1;36;1;1;1;4;3;2;4.36;0
1043;1;21;5;4;2;4;3;2;1.34;0
1044;1;44;3;2;2;2;1;1;3.38;0
1045;1;73;5;1;2;1;2;2;4.56;0
1046;1;41;7;1;1;2;2;1;3.7;0
1047;1;35;5;3;2;2;1;2;1.77;0
1048;1;55;10;4;1;2;2;2;0.91;0
1049;2;27;6;1;2;2;3;2;3.99;0
1050;1;42;5;1;2;2;1;3;3.14;0
1051;1;44;4;2;2;3;3;3;3.73;0
1052;2;60;4;2;2;4;2;2;3.09;0
1053;2;63;5;2;1;3;2;2;4.43;0
1054;1;40;7;1;2;2;3;2;0.08;0
1055;1;55;1;1;2;3;3;2;2.86;0
1056;2;44;7;3;2;4;3;2;3.89;0
1057;1;55;4;3;2;3;3;2;3.72;0
1058;1;44;4;3;1;2;2;3;6.02;0
1059;1;30;9;4;2;2;3;2;0.59;0
1060;2;47;3;3;2;3;2;3;0.08;0
1061;2;68;4;2;2;2;1;2;1.63;0
1062;1;45;6;4;2;1;3;2;5.1;0
1063;1;55;2;3;2;3;3;2;1.16;0
1064;1;39;0;3;2;3;2;2;2.88;0
1065;2;23;3;1;2;2;3;2;3.05;0
1066;1;23;7;2;1;2;3;1;0.21;0
1067;1;45;0;2;1;4;3;1;0.08;0
1068;1;54;4;2;1;3;3;2;5.01;0
1069;2;51;7;1;1;3;3;2;1.16;0
1070;1;28;4;1;1;1;1;1;3.94;0
1071;1;44;5;1;1;1;2;1;5.04;0
1072;1;38;1;2;2;4;3;2;3.42;0
1073;2;43;4;3;2;3;3;2;4.25;0
1074;1;46;9;2;2;3;2;1;3.53;0
1075;1;18;3;2;2;3;1;1;1.35;0
1076;1;70;3;1;1;2;3;2;5.08;0
1077;1;54;6;2;1;2;3;1;2.07;0
1078;2;52;6;2;2;2;2;3;2.14;0
1079;1;53;1;3;1;4;1;1;4.56;0
1080;1;36;3;4;2;2;3;1;1.9;0
1081;1;50;3;1;2;2;3;2;2.49;0
1082;2;18;3;3;2;1;2;2;4.02;0
1083;2;31;11;4;1;4;1;1;2.76;0
1084;1;38;9;3;2;3;3;2;1.5;0
1085;1;35;7;1;2;2;3;1;2.99;0
1086;1;29;8;3;2;3;3;3;4.59;0
1087;2;55;5;2;1;2;1;2;4.32;0
1088;2;50;6;3;1;2;2;2;2.01;0
1089;1;49;2;2;2;2;3;2;2.76;0
1090;1;47;6;2;2;4;1;2;4.45;0
1091;2;39;7;1;2;3;1;1;2.35;0
1092;1;39;3;1;2;2;3;2;2.89;0
1093;2;52;5;1;1;3;2;2;2.02;0
1094;2;33;6;1;2;3;3;2;3.39;0
1095;2;63;10;2;2;2;3;2;1.89;0
1096;2;62;4;2;2;2;3;3;0.8;0
1097;2;59;2;1;2;3;3;2;3.89;0
1098;2;33;3;1;1;2;3;2;4.81;0
1099;1;20;5;1;2;3;3;2;3.88;1
1100;2;44;6;2;2;2;1;3;0.18;0
1101;2;43;1;1;2;2;3;1;2.4;0
1102;1;37;6;3;2;1;2;2;4.37;0
1103;1;45;9;3;2;3;3;3;2.91;0
1104;2;35;9;3;2;2;3;2;1.99;0
1105;1;42;5;1;2;2;3;2;2.5;0
1106;2;19;5;2;2;1;3;2;4.59;0
1107;2;49;4;3;2;1;3;2;3.68;0
1108;2;33;5;1;1;2;2;1;1.09;0
1109;1;50;5;3;1;3;2;1;5.25;0
1110;1;48;3;2;2;3;2;1;3.25;0
1111;2;34;3;3;2;3;3;2;3.74;0
1112;2;71;5;1;2;1;3;3;2.29;0
1113;1;44;6;3;1;4;3;1;3.79;0
1114;1;33;5;1;2;3;3;2;3.29;0
1115;1;18;1;1;2;2;3;2;1.82;0
1116;1;33;0;1;2;2;1;1;3.76;0
1117;2;69;8;3;2;4;3;3;4.11;0
1118;1;37;4;3;1;2;3;2;5.31;0
1119;1;40;9;4;1;1;1;2;4.61;0
1120;2;53;7;4;1;2;3;3;5.6;0
1121;2;55;4;3;1;3;2;2;1.41;0
1122;1;65;5;3;1;3;3;2;3.11;0
1123;1;42;9;1;2;2;3;2;0.08;0
1124;2;47;8;1;2;4;1;1;0.08;0
1125;2;45;3;3;2;2;3;2;3.85;0
1126;2;32;4;1;1;4;3;2;2.92;0
1127;1;55;2;2;2;4;3;2;0.08;0
1128;2;39;9;2;2;3;1;2;2.69;0
1129;2;40;4;1;2;1;3;1;3.27;0
1130;2;46;6;3;2;3;1;2;1.84;0
1131;2;27;8;2;2;3;3;1;3.3;0
1132;2;36;8;2;2;1;3;2;3.41;0
1133;2;50;3;4;2;4;3;2;3.99;0
1134;1;18;4;2;1;2;3;2;5.27;0
1135;1;64;3;1;2;3;3;3;1.49;0
1136;2;18;5;3;2;2;3;2;2.77;0
1137;2;81;7;4;1;2;3;3;2.35;0
1138;1;18;2;4;2;2;2;1;4.81;0
1139;1;47;4;4;2;3;3;3;4.3;1
1140;1;31;4;3;1;3;3;3;2.56;0
1141;2;25;6;3;2;2;3;1;0.08;0
1142;1;44;3;3;2;1;2;2;2.76;0
1143;1;52;4;1;2;1;3;2;4.67;0
1144;1;18;4;2;2;3;2;1;3.58;0
1145;1;37;2;1;2;1;1;3;2.76;0
1146;2;47;8;2;1;2;2;3;6.15;0
1147;2;35;9;4;1;1;3;1;1.17;0
1148;1;45;9;2;2;3;3;2;1.56;0
1149;2;53;12;2;2;2;3;2;0.08;0
1150;1;42;5;2;2;3;3;1;2.76;0
1151;1;25;5;2;1;2;3;3;1.55;0
1152;2;18;2;1;2;2;1;2;2.77;0
1153;2;58;4;3;1;1;2;3;3.96;0
1154;1;38;6;4;2;4;3;2;1.34;0
